Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,Cash,Gold,CAPE,SPX-TR Return,10YBond Return,Cash Return,Gold Return,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,10 Y BM 1 year avg
4,1957,"1,957.25",4/30/1957,27.90000,"77,839.92910","1,839.53160","2,442.08480",35.25000,16.1237,3.6491089268622300%,-0.6541331589350770%,-0.1026791334781230%,-0.3584229390680820%,-1.60%,-1.51%,2.63%,316.39,16.57,"3,625.01",0.81,-0.33%
5,1957,"1,957.33",5/31/1957,28.00000,"80,961.46690","1,826.60730","2,448.33250",35.25000,16.5981,3.6387362330325900%,-1.0572200825471200%,-0.1022218656312580%,-0.3571428571428670%,-1.07%,-2.05%,2.61%,308.27,16.62,"3,714.72",0.83,-0.49%
6,1957,"1,957.42",6/30/1957,28.10000,"81,104.99500","1,802.03270","2,454.57580",35.25000,16.7299,-0.1792232539759580%,-1.6964526397111900%,-0.1017772380070730%,-0.3558718861210060%,0.55%,0.01%,-0.29%,300.44,16.41,"3,746.51",0.83,-0.64%
7,1957,"1,957.50",7/31/1957,28.30000,"82,280.43540","1,788.45210","2,461.30540",35.25000,16.8689,0.7323263185310400%,-1.4550145208702600%,-0.4344858468944610%,-0.7067137809187220%,-0.76%,0.38%,0.34%,301.30,16.30,"3,696.63",0.82,-0.64%
8,1957,"1,957.58",8/31/1957,28.30000,"77,912.39020","1,794.30930","2,467.78680",35.25000,15.8689,-5.3087288354334900%,0.3275010831992550%,0.2633318075846880%,0.0000000000000000%,0.06%,-0.45%,-3.96%,300.29,15.86,"3,593.61",0.80,-0.51%
9,1957,"1,957.67",9/30/1957,28.30000,"73,340.85640","1,801.67040","2,474.71720",35.25000,15.1573,-5.8675311953143000%,0.4102469958774610%,0.2808346328783350%,0.0000000000000000%,0.08%,0.88%,-4.38%,312.68,16.76,"3,631.27",0.81,-0.43%
10,1957,"1,957.75",10/31/1957,28.30000,"71,247.45190","1,800.12240","2,481.99700",35.25000,14.1495,-2.8543496800509200%,-0.0859202659931668%,0.2941669456210990%,0.0000000000000000%,-2.52%,-1.83%,-2.14%,326.99,18.51,"3,819.36",0.85,-0.46%
11,1957,"1,957.83",11/30/1957,28.40000,"72,651.48980","1,843.73080","2,489.40160",35.25000,13.7362,1.6115984002937000%,2.0618814665516900%,-0.0548307911552248%,-0.3521126760563260%,0.40%,-2.90%,1.24%,334.15,19.16,"3,850.12",0.86,-0.21%
12,1957,"1,957.92",12/31/1957,28.40000,"69,898.84140","1,929.38810","2,496.26820",35.25000,13.6732,-3.7888395786207200%,4.6458680410393900%,0.2758333568998910%,0.0000000000000000%,-0.93%,-1.71%,-2.61%,330.05,18.32,"3,710.16",0.82,0.26%
1,1958,"1,958.00",1/31/1958,28.60000,"73,145.30080","1,953.99230","2,502.59210",35.25000,13.7884,3.9127312344836400%,0.5670149091216100%,-0.4477381098691450%,-0.6993006993007200%,4.36%,4.23%,2.83%,338.88,18.92,"3,714.57",0.82,0.28%
2,1958,"1,958.08",2/28/1958,28.60000,"71,895.27800","1,965.57220","2,507.68070",35.25000,13.7849,-1.7089584516412100%,0.5926277191573570%,0.2033331760297630%,-0.0000000000000111%,0.70%,0.28%,-1.25%,329.57,17.90,"3,595.96",0.80,0.25%
3,1958,"1,958.17",3/31/1958,28.80000,"74,372.79540","1,982.11840","2,510.87800",35.25000,13.9256,2.7276334534330100%,0.1415103901494240%,-0.5678295796501480%,-0.6944444444444310%,0.63%,-0.92%,1.92%,333.74,17.82,"3,519.40",0.78,0.32%
4,1958,"1,958.25",4/30/1958,28.90000,"76,994.52670","2,003.71950","2,513.59810",35.25000,13.9135,3.1669029514455500%,0.7400069810598490%,-0.2380629915223480%,-0.3460207612456690%,-0.59%,1.46%,2.35%,327.47,17.18,"3,440.21",0.76,0.43%
5,1958,"1,958.33",5/31/1958,28.90000,"78,401.88740","2,001.82140","2,515.96510",35.25000,14.3238,1.8278710972321700%,-0.0947288280619962%,0.0941677987423617%,0.0000000000000000%,2.24%,-0.35%,1.37%,319.96,17.03,"3,473.42",0.77,0.51%
6,1958,"1,958.42",6/30/1958,28.90000,"80,702.93420","1,998.32500","2,517.87300",35.25000,14.6356,2.9349380178314500%,-0.1746609362853310%,0.0758317355038063%,0.0000000000000000%,-0.24%,0.50%,2.19%,315.64,16.71,"3,440.48",0.76,0.64%
7,1958,"1,958.50",7/31/1958,29.00000,"84,438.96400","1,965.20560","2,519.61450",35.25000,14.9575,4.2685696533456300%,-1.9964705958481800%,-0.2759005661551960%,-0.3448275862069080%,0.47%,3.12%,3.04%,308.86,15.49,"3,243.54",0.72,0.59%
8,1958,"1,958.58",8/31/1958,28.90000,"85,698.74150","1,915.56330","2,521.52530",35.25000,15.5446,1.8431217816886800%,-2.1887813309303100%,0.4221201710841840%,0.3460207612456800%,1.19%,0.29%,1.34%,299.76,14.80,"3,178.25",0.70,0.38%
9,1958,"1,958.67",9/30/1958,28.90000,"90,103.63820","1,886.55070","2,525.07640",35.25000,15.9319,5.1399782807779000%,-1.5145727630091800%,0.1408314245349820%,0.0000000000000000%,0.15%,2.96%,3.78%,295.79,14.54,"3,151.88",0.69,0.22%
10,1958,"1,958.75",10/31/1958,28.90000,"92,652.06780","1,886.21880","2,530.21070",35.25000,16.5598,2.8283315201361100%,-0.0175929541676334%,0.2033324615445360%,0.0000000000000000%,1.13%,-1.18%,2.12%,285.01,13.34,"2,987.19",0.66,0.23%
11,1958,"1,958.83",11/30/1958,29.00000,"94,990.71920","1,901.59520","2,535.75610",35.25000,16.9889,2.1705907311245800%,0.4675584387354050%,-0.1264158179286820%,-0.3448275862069080%,2.06%,-1.29%,1.58%,279.08,11.03,"2,512.38",0.55,0.10%
12,1958,"1,958.92",12/31/1958,28.90000,"100,196.10630","1,888.71090","2,541.39820",35.25000,17.3584,5.8448725059845600%,-0.3338759040877770%,0.5692923462916610%,0.3460207612456800%,-2.07%,-0.05%,4.44%,274.73,10.10,"2,327.24",0.51,-0.32%
1,1959,"1,959.00",1/31/1959,29.00000,"100,844.58600","1,894.78620","2,547.26460",35.25000,17.9803,0.3001511329945310%,-0.0242729322545654%,-0.1147900016016170%,-0.3448275862069080%,3.02%,2.98%,0.16%,263.05,10.73,"2,571.80",0.56,-0.37%
2,1959,"1,959.08",2/28/1959,28.90000,"101,094.42000","1,910.38870","2,553.25060",35.25000,17.7592,0.5946196077009970%,1.1723138749106100%,0.5818310811774200%,0.3460207612456800%,1.49%,1.05%,0.58%,262.64,10.09,"2,414.26",0.53,-0.32%
3,1959,"1,959.17",3/31/1959,28.90000,"101,418.04240","1,912.04360","2,558.99540",35.25000,18.2009,0.3201189541420790%,0.0866263499150755%,0.2249994575542310%,0.0000000000000000%,1.48%,-0.35%,0.25%,261.13,8.93,"2,140.24",0.47,-0.32%
4,1959,"1,959.25",4/30/1959,29.00000,"105,624.13610","1,898.34080","2,564.96640",35.25000,18.4308,3.7881548983975000%,-1.0590136521270200%,-0.1122984325856110%,-0.3448275862069080%,-0.58%,-1.22%,2.72%,260.49,9.79,"2,343.40",0.51,-0.47%
5,1959,"1,959.33",5/31/1959,29.00000,"107,896.81620","1,875.88570","2,571.27200",35.25000,18.6927,2.1516673971641500%,-1.1828803342371400%,0.2458355789767940%,0.0000000000000000%,-2.15%,1.87%,1.56%,253.59,10.11,"2,477.09",0.54,-0.56%
6,1959,"1,959.42",6/30/1959,29.10000,"107,784.83420","1,878.08030","2,577.35730",35.25000,18.4486,-0.4470721530372530%,-0.2270545690731370%,-0.1077909275309710%,-0.3436426116838590%,0.68%,1.33%,-0.41%,249.70,10.72,"2,657.74",0.58,-0.57%
7,1959,"1,959.50",7/31/1959,29.20000,"111,823.34740","1,875.79300","2,584.25170",35.25000,19.0905,3.3915314319998400%,-0.4638379216339810%,-0.0758830393750465%,-0.3424657534246590%,-0.32%,0.26%,2.45%,250.74,10.42,"2,562.70",0.56,-0.44%
8,1959,"1,959.58",8/31/1959,29.20000,"110,420.68000","1,878.13400","2,591.14310",35.25000,18.9588,-1.2543600532566500%,0.1248005510202880%,0.2666690709732360%,-0.0000000000000111%,-0.78%,0.44%,-0.93%,244.73,10.76,"2,700.50",0.59,-0.25%
9,1959,"1,959.67",9/30/1959,29.30000,"105,660.60750","1,847.62280","2,598.44150",35.25000,18.1233,-4.6374364909270900%,-1.9603010149159300%,-0.0605910582048286%,-0.3412969283276390%,-0.09%,0.57%,-3.64%,247.03,11.17,"2,767.38",0.60,-0.28%
10,1959,"1,959.75",10/31/1959,29.40000,"107,132.62650","1,877.27530","2,607.18960",35.25000,18.0220,1.0482831184029300%,1.2593051928102100%,-0.0046139902220022%,-0.3401360544217580%,1.43%,-2.05%,0.78%,256.37,12.03,"2,863.36",0.62,-0.18%
11,1959,"1,959.83",11/30/1959,29.40000,"108,832.18210","1,884.36200","2,615.98880",35.25000,18.0718,1.5864033726457700%,0.3774992405216170%,0.3374975107295560%,0.0000000000000000%,1.24%,-3.27%,1.21%,254.38,11.92,"2,847.34",0.62,-0.19%
12,1959,"1,959.92",12/31/1959,29.40000,"112,123.88760","1,867.36270","2,625.03580",35.25000,18.6247,3.0245699723041800%,-0.9021249632501730%,0.3458348139716790%,0.0000000000000000%,-0.60%,-0.03%,2.23%,251.33,12.54,"3,019.49",0.66,-0.23%
1,1960,"1,960.00",1/31/1960,29.30000,"104,413.81630","1,870.16310","2,634.85780",36.50000,18.3383,-6.5585579572951100%,0.4917742661892710%,0.7167402721594000%,3.8994989470626500%,2.09%,2.73%,-4.11%,245.86,12.29,"3,014.74",0.65,-0.19%
2,1960,"1,960.08",2/29/1960,29.40000,"105,675.21740","1,912.47060","2,644.40910",36.50000,17.5453,0.8638335586188100%,1.9144051103983300%,0.0211287009298733%,-0.3401360544217580%,0.51%,-1.99%,0.68%,256.40,12.53,"2,935.08",0.64,-0.13%
3,1960,"1,960.17",3/31/1960,29.40000,"104,511.26430","1,957.06460","2,653.13570",36.50000,17.2860,-1.1014437714324500%,2.3317482632151200%,0.3300018896471140%,0.0000000000000000%,-0.51%,-2.85%,-0.71%,254.68,12.76,"2,998.45",0.65,0.06%
4,1960,"1,960.25",4/30/1960,29.50000,"102,986.57210","1,959.25220","2,660.45390",36.50000,17.4298,-1.7929160427043100%,-0.2275823128861540%,-0.0640859718034736%,-0.3389830508474630%,0.31%,-2.23%,-1.42%,256.49,13.26,"3,081.41",0.67,0.13%
5,1960,"1,960.33",5/31/1960,29.50000,"106,059.63760","1,955.18530","2,667.61500",36.50000,17.2562,2.9839477490483300%,-0.2075740938302760%,0.2691683550690270%,0.0000000000000000%,1.21%,-3.76%,2.23%,260.19,13.76,"3,138.87",0.68,0.21%
6,1960,"1,960.42",6/30/1960,29.60000,"108,439.37110","1,994.17090","2,674.92870",36.50000,17.8234,1.8983510776306800%,1.6493851579514600%,-0.0645978255401913%,-0.3378378378378510%,-0.22%,-0.34%,1.44%,254.51,12.59,"2,925.80",0.63,0.37%
7,1960,"1,960.50",7/31/1960,29.60000,"106,062.48140","2,041.94920","2,680.41230",36.50000,17.3768,-2.1919065703618800%,2.3958979644121700%,0.2049998566316940%,-0.0000000000000111%,-0.52%,2.03%,-1.52%,250.90,12.17,"2,855.98",0.62,0.60%
8,1960,"1,960.58",8/31/1960,29.60000,"109,143.15790","2,065.26860","2,685.54980",36.50000,17.5821,2.9045864846228200%,1.1420166574173300%,0.1916682743173360%,-0.0000000000000111%,0.90%,-0.19%,2.24%,254.77,13.08,"3,011.50",0.65,0.69%
9,1960,"1,960.67",9/30/1960,29.60000,"102,862.72010","2,071.80860","2,690.69710",36.50000,17.0520,-5.7543119704803600%,0.3166658322312220%,0.1916665257892580%,-0.0000000000000111%,-1.12%,1.58%,-4.30%,249.19,12.32,"2,887.59",0.62,0.88%
10,1960,"1,960.75",10/31/1960,29.80000,"102,924.12600","2,063.25210","2,696.25780",36.50000,16.6051,-0.6118446466289010%,-1.0813657946106100%,-0.4658640295440830%,-0.6711409395973150%,-3.97%,2.60%,-0.64%,260.38,13.88,"3,102.78",0.67,0.68%
11,1960,"1,960.83",11/30/1960,29.80000,"107,382.02740","2,063.24190","2,701.42570",36.50000,17.1461,4.3312501871524400%,-0.0004943651820466%,0.1916693574331110%,0.0000000000000000%,0.34%,-2.45%,3.25%,262.07,14.41,"3,187.67",0.69,0.65%
12,1960,"1,960.92",12/31/1960,29.80000,"112,665.49380","2,085.15660","2,706.76100",36.50000,17.5621,4.9202520458279100%,1.0621488444956500%,0.1974994166969110%,0.0000000000000000%,-1.56%,-0.79%,3.75%,253.82,14.02,"3,187.20",0.68,0.82%
1,1961,"1,961.00",1/31/1961,29.80000,"120,094.43200","2,091.82910","2,711.83620",35.50000,18.4704,6.5938007720337300%,0.3199999462870200%,0.1875008543421600%,-2.7397260273972600%,0.65%,3.70%,4.42%,244.66,14.20,"3,337.02",0.72,0.80%
2,1961,"1,961.08",2/28/1961,29.80000,"123,635.78290","2,108.76620","2,716.89820",35.50000,19.2340,2.9488052368656000%,0.8096789551307100%,0.1866631915305120%,0.0000000000000000%,3.97%,-0.74%,2.25%,234.31,13.63,"3,330.05",0.71,0.71%
3,1961,"1,961.17",3/31/1961,29.80000,"127,107.80800","2,122.29220","2,722.37730",35.50000,19.8442,2.8082687863984200%,0.6414177161982120%,0.2016674750640270%,0.0000000000000000%,3.23%,-0.77%,2.14%,229.15,13.76,"3,425.12",0.73,0.57%
4,1961,"1,961.25",4/30/1961,29.80000,"127,912.03420","2,122.00190","2,727.79940",35.50000,20.3828,0.6327118787226690%,-0.0136786065556671%,0.1991678376101590%,0.0000000000000000%,0.13%,2.05%,0.48%,224.34,13.39,"3,390.59",0.72,0.59%
5,1961,"1,961.33",5/31/1961,29.80000,"130,676.32840","2,140.82510","2,733.00490",35.50000,20.5986,2.1610900157195800%,0.8870491586270510%,0.1908314812298920%,0.0000000000000000%,1.95%,0.48%,1.67%,223.28,13.71,"3,476.09",0.74,0.68%
6,1961,"1,961.42",6/30/1961,29.80000,"127,243.76790","2,118.01380","2,738.22040",35.50000,20.3324,-2.6267653384727400%,-1.0655377685921200%,0.1908339059326410%,0.0000000000000000%,-2.48%,-0.18%,-2.02%,219.62,13.36,"3,431.01",0.73,0.45%
7,1961,"1,961.50",7/31/1961,30.00000,"131,718.57990","2,117.98460","2,743.53710",35.50000,20.1466,2.8266124096754300%,-0.6680361257954790%,-0.4737948535236010%,-0.6666666666666710%,-1.88%,-0.15%,1.96%,224.15,13.41,"3,363.38",0.71,0.20%
8,1961,"1,961.58",8/31/1961,29.90000,"134,625.55960","2,104.36180","2,748.65840",35.50000,20.9417,2.5487918334991900%,-0.3108993648441080%,0.5217402548773230%,0.3344481605351170%,-1.81%,-0.20%,1.97%,219.85,13.11,"3,340.07",0.71,0.07%
9,1961,"1,961.67",9/30/1961,30.00000,"132,298.71160","2,121.72220","2,754.13280",35.50000,20.7052,-2.0559570660706400%,0.4888889670334520%,-0.1348309657783210%,-0.3333333333333410%,-1.13%,-0.47%,-1.58%,215.61,12.72,"3,290.94",0.70,0.09%
10,1961,"1,961.75",10/31/1961,30.00000,"136,379.13270","2,139.12860","2,759.36570",35.50000,20.9242,3.0842485543902900%,0.8203901528673230%,0.1900017312164380%,0.0000000000000000%,-1.96%,0.59%,2.36%,219.07,11.96,"3,034.63",0.64,0.25%
11,1961,"1,961.83",11/30/1961,30.00000,"142,079.54270","2,142.64200","2,764.65450",35.50000,21.8580,4.1798256721132600%,0.1642444498194170%,0.1916672371480300%,0.0000000000000000%,1.03%,-0.88%,3.15%,214.03,12.79,"3,310.54",0.70,0.26%
12,1961,"1,961.92",12/31/1961,30.00000,"142,872.69900","2,128.90210","2,770.36810",35.50000,22.0415,0.5582480664895860%,-0.6412597158087950%,0.2066659685685980%,0.0000000000000000%,-1.12%,2.21%,0.39%,207.50,12.37,"3,289.63",0.69,0.12%
1,1962,"1,962.00",1/31/1962,30.00000,"137,800.37930","2,129.20960","2,776.37050",35.35000,21.1979,-3.5502371940212200%,0.0144440648539135%,0.2166643486834820%,-0.4225352112676050%,1.86%,4.98%,-2.74%,206.70,12.42,"3,303.73",0.69,0.09%
2,1962,"1,962.08",2/28/1962,30.10000,"140,383.10770","2,153.83140","2,782.66360",35.35000,21.4517,1.5358008073884400%,0.8203144468956090%,-0.1063125245030050%,-0.3322259136212760%,-1.18%,0.89%,1.13%,212.53,13.25,"3,418.13",0.72,0.09%
3,1962,"1,962.17",3/31/1962,30.10000,"139,901.15360","2,185.65950","2,788.99420",35.35000,21.4432,-0.3433134569366670%,1.4777433368275800%,0.2275014486120550%,-0.0000000000000111%,0.23%,-1.00%,-0.18%,210.16,13.54,"3,518.51",0.74,0.16%
4,1962,"1,962.25",4/30/1962,30.20000,"131,577.08230","2,192.69010","2,795.31590",35.35000,20.6583,-6.2613901154994400%,-0.0105214579413482%,-0.1052104344249850%,-0.3311258278145600%,-0.99%,0.48%,-4.76%,210.54,13.67,"3,532.84",0.74,0.16%
5,1962,"1,962.33",5/31/1962,30.20000,"120,608.49940","2,192.62130","2,801.67530",35.35000,19.0894,-8.3362411662171400%,-0.0031376983003595%,0.2275020150674050%,0.0000000000000000%,-3.02%,2.32%,-6.25%,221.06,14.18,"3,478.52",0.72,0.09%
6,1962,"1,962.42",6/30/1962,30.20000,"111,085.12030","2,182.00430","2,807.95570",35.35000,16.8276,-7.8961094345561500%,-0.4842149440033030%,0.2241658767523800%,0.0000000000000000%,-0.76%,2.79%,-5.94%,235.80,14.32,"3,279.93",0.68,0.14%
7,1962,"1,962.50",7/31/1962,30.30000,"118,497.35740","2,182.20430","2,814.34380",35.35000,17.1413,6.3205195201478700%,-0.3208973689666330%,-0.1032838006075790%,-0.3300330033003450%,1.61%,-3.62%,4.66%,250.70,15.74,"3,378.90",0.70,0.17%
8,1962,"1,962.58",8/31/1962,30.30000,"120,661.40190","2,203.77250","2,821.19200",35.35000,17.5713,1.8262386161870700%,0.9883675877643720%,0.2433320335631930%,-0.0000000000000111%,1.25%,-1.22%,1.42%,239.54,15.31,"3,423.93",0.71,0.28%
9,1962,"1,962.67",9/30/1962,30.40000,"115,198.77760","2,214.62920","2,827.82180",35.35000,17.3215,-4.8412893894683200%,0.1620736952800520%,-0.0947204371321231%,-0.3289473684210510%,-2.49%,1.31%,-3.69%,236.18,15.33,"3,462.04",0.72,0.25%
10,1962,"1,962.75",10/31/1962,30.40000,"116,074.11410","2,225.50340","2,834.37300",35.35000,16.7398,0.7598487746453440%,0.4910167354426730%,0.2316694778999210%,-0.0000000000000111%,-4.01%,1.35%,0.60%,245.22,16.42,"3,556.17",0.74,0.22%
11,1962,"1,962.83",11/30/1962,30.40000,"128,226.65710","2,232.77340","2,840.84480",35.35000,17.8544,10.4696409653666000%,0.3266676653920220%,0.2283326859238380%,-0.0000000000000111%,2.58%,1.05%,7.87%,243.76,15.95,"3,460.22",0.72,0.24%
12,1962,"1,962.92",12/31/1962,30.40000,"130,322.71130","2,252.81460","2,847.54440",35.35000,18.5858,1.6346477771508600%,0.8975922052815610%,0.2358312569556990%,-0.0000000000000111%,-3.80%,0.34%,1.27%,225.98,14.94,"3,482.76",0.72,0.36%
1,1963,"1,963.00",1/31/1963,30.40000,"137,095.55080","2,256.37980","2,854.35480",35.25000,19.2592,5.1969755942301400%,0.1582553664202900%,0.2391674735607200%,-0.2828854314002700%,3.09%,2.21%,3.85%,223.13,14.78,"3,473.94",0.72,0.38%
2,1963,"1,963.08",2/28/1963,30.40000,"133,510.64790","2,250.85160","2,861.27660",35.25000,19.4692,-2.6148936847919700%,-0.2450030797120360%,0.2424996359948080%,-0.0000000000000111%,0.48%,2.24%,-1.97%,214.86,14.74,"3,585.00",0.74,0.29%
3,1963,"1,963.17",3/31/1963,30.50000,"138,617.62070","2,256.41360","2,868.23910",35.25000,19.2881,3.4847323946698400%,-0.0815725646706067%,-0.0853312337210421%,-0.3278688524590120%,-2.51%,1.94%,2.55%,219.18,14.93,"3,545.45",0.73,0.16%
4,1963,"1,963.25",4/30/1963,30.50000,"145,724.92340","2,263.84100","2,875.14670",35.25000,20.1501,5.1272721780312600%,0.3291683758686710%,0.2408306894637890%,0.0000000000000000%,-1.32%,1.03%,3.86%,213.74,14.90,"3,615.07",0.74,0.18%
5,1963,"1,963.33",5/31/1963,30.50000,"148,195.75400","2,269.45420","2,882.09500",35.25000,20.5076,1.6955442777745200%,0.2479502756598250%,0.2416676686445300%,0.0000000000000000%,1.07%,2.58%,1.29%,205.78,14.40,"3,613.98",0.74,0.21%
6,1963,"1,963.42",6/30/1963,30.60000,"145,586.11150","2,269.58250","2,889.13210",35.25000,20.3841,-2.0819854975124000%,-0.3211625189223910%,-0.0834291780782648%,-0.3267973856209140%,-0.26%,0.72%,-1.64%,203.17,14.29,"3,619.81",0.74,0.22%
7,1963,"1,963.50",7/31/1963,30.70000,"145,469.31270","2,277.14780","2,896.33090",35.25000,19.9692,-0.4056981832681440%,0.0065157559166362%,-0.0773762683216495%,-0.3257328990227900%,-0.55%,-0.81%,-0.37%,206.56,13.96,"3,465.46",0.71,0.25%
8,1963,"1,963.58",8/31/1963,30.70000,"152,948.51580","2,281.04390","2,904.00620",35.25000,20.4726,5.1414301485181800%,0.1710956135565710%,0.2650007980786960%,0.0000000000000000%,-0.95%,1.65%,3.87%,207.32,14.78,"3,640.70",0.74,0.18%
9,1963,"1,963.67",9/30/1963,30.70000,"151,649.04410","2,279.44950","2,912.04060",35.25000,20.9604,-0.8496138018751600%,-0.0698978217823831%,0.2766660759883970%,0.0000000000000000%,-0.30%,0.19%,-0.64%,199.60,14.02,"3,574.81",0.73,0.16%
10,1963,"1,963.75",10/31/1963,30.80000,"156,936.58140","2,272.44510","2,920.24280",35.25000,20.8913,3.1506977001809900%,-0.6309623664175870%,-0.0439247925392072%,-0.3246753246753390%,-0.54%,-0.09%,2.27%,200.88,14.33,"3,615.85",0.74,0.07%
11,1963,"1,963.83",11/30/1963,30.80000,"155,685.04930","2,293.23600","2,928.63850",35.25000,20.7204,-0.7974763365146020%,0.9149131919622630%,0.2875000667752700%,-0.0000000000000111%,-1.13%,1.71%,-0.55%,196.42,14.53,"3,737.03",0.76,0.11%
12,1963,"1,963.92",12/31/1963,30.90000,"159,894.58450","2,289.90540","2,937.22920",35.25000,21.0386,2.3715038883535200%,-0.4683903918906830%,-0.0312396397337822%,-0.3236245954692410%,-1.96%,-0.10%,1.69%,197.51,14.78,"3,765.60",0.76,0.00%
1,1964,"1,964.00",1/31/1964,30.90000,"164,613.16730","2,295.95080","2,945.84510",35.35000,21.6272,2.9510585457007700%,0.2640021723168130%,0.2933342757180710%,0.2836879432624120%,-0.19%,1.61%,2.29%,194.22,14.70,"3,793.48",0.77,0.01%
2,1964,"1,964.08",2/29/1964,30.90000,"166,651.28440","2,298.31810","2,954.48620",35.35000,21.8327,1.2381251958330000%,0.1031076101456470%,0.2933317844852070%,0.0000000000000000%,0.09%,2.82%,0.94%,189.88,14.07,"3,702.47",0.75,0.04%
3,1964,"1,964.17",3/31/1964,30.90000,"169,594.79840","2,297.03900","2,963.17730",35.35000,22.1672,1.7662714155475000%,-0.0556537408811897%,0.2941662073087330%,0.0000000000000000%,0.99%,3.34%,1.32%,188.12,14.55,"3,850.87",0.78,0.04%
4,1964,"1,964.25",4/30/1964,30.90000,"171,052.07240","2,306.99600","2,971.91870",35.35000,22.4222,0.8592680988734890%,0.4334710903907140%,0.2950009100029410%,0.0000000000000000%,-1.36%,-0.53%,0.67%,185.66,14.29,"3,816.72",0.77,0.05%
5,1964,"1,964.33",5/31/1964,30.90000,"173,437.77290","2,320.71920","2,980.51250",35.35000,22.5743,1.3947217747944700%,0.5948514865218520%,0.2891667258596130%,0.0000000000000000%,-0.90%,1.96%,1.08%,184.43,14.22,"3,812.60",0.77,0.08%
6,1964,"1,964.42",6/30/1964,31.00000,"176,713.81630","2,336.35400","2,989.15600",35.35000,22.3003,1.5602130874054400%,0.3489510576526470%,-0.0335156691903649%,-0.3225806451612970%,-0.26%,0.68%,1.13%,182.46,14.20,"3,834.37",0.77,0.13%
7,1964,"1,964.50",7/31/1964,31.10000,"180,376.36680","2,336.87620","2,997.82450",35.35000,22.9844,1.7443809696701600%,-0.2992642117862540%,-0.0324776316108721%,-0.3215434083601370%,0.23%,0.70%,1.23%,180.43,14.37,"3,909.00",0.78,0.11%
8,1964,"1,964.58",8/31/1964,31.00000,"177,889.54810","2,341.25470","3,006.46830",35.35000,22.6504,-1.0605499389981500%,0.5105505595944360%,0.6118465186574440%,0.3225806451612860%,0.09%,0.09%,-0.70%,178.24,14.01,"3,846.12",0.77,0.14%
9,1964,"1,964.67",9/30/1964,31.10000,"183,440.43890","2,355.16290","3,015.23710",35.35000,22.8922,2.7888373507257900%,0.2705954605838780%,-0.0308167606982268%,-0.3215434083601370%,-0.51%,1.64%,2.04%,179.50,14.55,"3,953.24",0.79,0.17%
10,1964,"1,964.75",10/31/1964,31.10000,"185,376.85820","2,367.18530","3,024.10690",35.35000,23.2122,1.0556120076967300%,0.5104699976379750%,0.2941659214792840%,0.0000000000000000%,0.45%,1.15%,0.82%,175.90,13.93,"3,847.26",0.76,0.26%
11,1964,"1,964.83",11/30/1964,31.20000,"184,870.56900","2,367.73520","3,033.10370",35.35000,23.2250,-0.5927509429545340%,-0.2973571554282130%,-0.0239636442067703%,-0.3205128205128080%,0.61%,-1.99%,-0.52%,174.47,14.03,"3,894.38",0.77,0.16%
12,1964,"1,964.92",12/31/1964,31.20000,"186,049.48310","2,374.10610","3,042.30410",35.35000,22.7530,0.6376970149315710%,0.2690714738708970%,0.3033328534068900%,0.0000000000000000%,-0.25%,-2.55%,0.49%,175.39,14.50,"3,991.52",0.79,0.22%
1,1965,"1,965.00",1/31/1965,31.20000,"192,684.33270","2,386.28290","3,052.03940",35.50000,23.2693,3.5661747022612400%,0.5129004133387350%,0.3199975965584970%,0.4243281471004280%,2.68%,0.19%,2.79%,174.52,14.53,"4,003.77",0.79,0.24%
2,1965,"1,965.08",2/28/1965,31.20000,"192,866.42410","2,388.82620","3,061.72970",35.50000,23.3721,0.0945024421282303%,0.1065799868070980%,0.3175024542605650%,0.0000000000000000%,3.48%,0.19%,0.08%,169.79,14.06,"3,970.82",0.78,0.24%
3,1965,"1,965.17",3/31/1965,31.30000,"190,533.69110","2,401.09780","3,071.75680",35.50000,23.2535,-1.5251316298865400%,0.1925783057119990%,0.0069627475992595%,-0.3194888178913780%,1.78%,1.07%,-1.20%,169.66,14.45,"4,069.54",0.80,0.26%
4,1965,"1,965.25",4/30/1965,31.40000,"197,538.45100","2,407.55850","3,081.81680",35.50000,23.4206,3.3462095422903700%,-0.0502555022107498%,0.0079855545623619%,-0.3184713375796180%,1.19%,0.70%,2.45%,171.71,14.31,"3,969.17",0.77,0.22%
5,1965,"1,965.33",5/31/1965,31.40000,"196,490.71870","2,412.11060","3,091.90980",35.50000,23.7088,-0.5303941053987570%,0.1890753641084820%,0.3275016217706430%,0.0000000000000000%,0.03%,-1.61%,-0.39%,167.61,14.10,"3,992.17",0.78,0.19%
6,1965,"1,965.42",6/30/1965,31.60000,"187,417.98970","2,426.47830","3,101.93270",35.50000,22.3853,-5.2210704282124800%,-0.0410328446355912%,-0.3107977290617630%,-0.6329113924050780%,-4.35%,0.58%,-4.04%,168.26,14.18,"3,987.49",0.77,0.16%
7,1965,"1,965.50",7/31/1965,31.60000,"190,429.44370","2,431.04540","3,111.75550",35.50000,22.3008,1.6068116005408100%,0.1882192805927830%,0.3166670895213390%,-0.0000000000000111%,0.87%,2.17%,1.22%,175.35,14.47,"3,889.86",0.75,0.20%
